event_id,year,event_name,division,source_count,canonical_count,source_max_place,canonical_max_place,is_source_partial,canonical_div_matched,match_score
1420195881,2015,17th FC Footstar anniversary,Open Mixed Doubles Net,6,5,6,5,False,Open Mixed Doubles Net,1.0
1421069713,2015,Bulgarian Open Footbag Jam,Open Doubles Net,4,3,4,3,False,Open Doubles Net,1.0
1423020874,2015,7ma Copa X-PRO,Open Doubles Net,16,15,16,15,False,Open Doubles Net,1.0
1425372477,2015,U.S. Open Footbag Championships 2015,Women's Doubles Net,2,1,2,1,False,Women's Doubles Net,1.0
1425372477,2015,U.S. Open Footbag Championships 2015,Open Mixed Doubles Net,9,5,7,7,False,Open Mixed Doubles Net,1.0
1435784719,2015,The Perpetual Flame Footbag Net Challenge,Open Singles,22,20,21,21,False,Open Singles,1.0
1435784719,2015,The Perpetual Flame Footbag Net Challenge,Open Doubles,16,14,15,15,False,Open Doubles,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Open Doubles Net,27,54,27,27,True,Open Doubles Net,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Women's Singles Net,13,21,12,12,True,Women's Singles Net,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Women's Doubles Net,6,12,6,6,True,Women's Doubles Net,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Open Mixed Doubles Net,12,24,12,12,True,Open Mixed Doubles Net,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Master Doubles Net,7,14,7,7,True,Master Doubles Net,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Sick 3,1,3,3,3,True,Sick 3,1.0
1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Footbag Golf,17,14,17,16,True,Footbag Golf,1.0
1467142686,2016,16th Annual Polish Footbag Championships,Open Circle Contest,4,10,4,7,False,Open Circle Contest,1.0
1467142686,2016,16th Annual Polish Footbag Championships,Sick 3,5,3,3,3,False,Sick 3,1.0
1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,Footbag Golf,16,15,8,8,False,Footbag Golf,1.0
1473932659,2016,Austrian Footbag Championships 2016,Request Contest,7,6,6,6,False,Request Contest,1.0
1489248474,2017,Lake Erie Footbag Tournament,Footbag Net: Singles,7,1,8,8,False,Footbag Net: Singles,1.0
1489248474,2017,Lake Erie Footbag Tournament,Footbag Net: Doubles,4,1,4,8,False,Footbag Net: Singles,0.789
1502929111,2017,35th Annual East Coast Footbag Championships,Open Circle,6,7,5,5,False,Open Circle,1.0
1516978874,2018,RNH Contest 2018,Doubles Net,13,12,13,12,False,Doubles Net,1.0
1527557123,2018,Suramericano de Footbag Net y Freestyle,Open Doubles,6,7,3,3,False,Open Doubles,1.0
1529239199,2019,Lake Erie Footbag Tournament,Intermediate Circle,3,1,3,3,False,Intermediate Circle,1.0
1529239199,2019,Lake Erie Footbag Tournament,Open 1St & 2Nd,3,1,1,1,False,Open 1St & 2Nd,1.0
1555631351,2019,US Open Footbag Championships 2019,Intermediate Doubles Net,2,1,2,2,False,Intermediate Doubles Net,1.0
1555631351,2019,US Open Footbag Championships 2019,Intermediate Singles Net,3,2,3,3,False,Intermediate Singles Net,1.0
1564005204,2019,I. Ereaga Footbag Net Tournament (Doubles) 2019,I. Ereaga Footbag Net Tournament,4,1,4,4,False,I. Ereaga Footbag Net Tournament,1.0
1567551985,2019,XIX Polish Footbag Championships - Krakow 2019,Footbag Golf,6,3,3,3,False,Footbag Golf,1.0
1568961264,2019,RNH Footbag 20th Anniversary,Open Singles Net,20,1,20,14,False,Open Singles Net,1.0
1574365921,2019,Basque Open Footbag Net Tournament (Doubles),Footbag Net (Doubles) In April Of 2020.,4,3,4,3,False,Footbag Net (Doubles) In April Of 2020.,1.0
1593340253,2020,I.Bilbao Tournament (Doubles - Net),Open Doubles Net,5,4,4,4,False,Open Doubles Net,1.0
1624971880,2021,21st IFPA European Footbag Net Championships,Open Singles Net,24,19,24,23,False,Open Singles Net,1.0
1646387871,2022,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,Freestyle Sick 3,6,8,8,8,False,Freestyle Sick 3,1.0
1653152207,2022,Akisphere 2022,Open Doubles Net,9,8,8,8,False,Open Doubles Net,1.0
1664206719,2023,2023 US Open,Open Singles Net,8,9,9,9,False,Open Singles Net,1.0
1668541701,2022,XXII Polish Footbag Championships - Warsaw 2022,Open Sick 3-Trick,9,6,9,6,False,Open Sick 3-Trick,1.0
1673723574,2023,Bulgarian Footbag Open 2023,Open Doubles Net,6,5,6,6,False,Open Doubles Net,1.0
1677937557,2023,13th Bembel Cup 2023,Open Doubles Net,11,9,11,11,False,Open Doubles Net,1.0
1678957450,2023,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,Women's Doubles Net,5,10,5,5,False,Women's Doubles Net,1.0
1688144863,2023,41st Annual East Coast Footbag Championships,Open Freestyle Head To Head Battle,6,4,5,4,False,Open Freestyle Head To Head Battle,1.0
1699593640,2023,8vo Suramericano Footbag Net 2023,Open Singles Net,26,25,26,26,False,Open Singles Net,1.0
1699593640,2023,8vo Suramericano Footbag Net 2023,Intermediate Doubles Net,9,7,9,8,False,Intermediate Doubles Net,1.0
1706536250,2024,14th Bembel Cup 2024 - a jam with friends,Open Doubles Net,12,24,12,12,False,Open Doubles Net,1.0
1713276656,2024,1era Copa Footbag Net - Altos Mirandinos,Open Singles,18,17,18,18,False,Open Singles,1.0
1721817655,2024,VI. Basque Tournament of Footbag Net (Individual),Open Singles Net,8,6,11,6,False,Open Singles Net,1.0
1727756195,2024,24th Polish Footbag Championships - Krakow 2024,Open Sick3,7,9,7,7,False,Open Sick3,1.0
1739036206,2025,Bulgarian Footbag Open 2025,Singles Net,10,6,10,10,False,Singles Net,1.0
1739036206,2025,Bulgarian Footbag Open 2025,Doubles Net,6,12,6,6,False,Doubles Net,1.0
1740391168,2025,25th IFPA European Footbag Championships 2025,Sick 3,6,3,6,4,False,Sick 3,1.0
1740419380,2025,Swiss Footbag Open 2025,Open Singles Net,16,15,15,15,False,Open Singles Net,1.0
1741024635,2025,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,Footbag Golf,17,16,17,16,False,Footbag Golf,1.0
1741024635,2025,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,2-Square,17,14,10,8,False,2-Square,1.0
1746737817,2025,Akisphere 2025,Double Open - Open Doubles,8,7,8,8,False,Double Open - Open Doubles,1.0
1751568193,2025,25th Polish Footbag Championships - Jaworzno 2025,Open Double Net,5,4,5,4,False,Open Double Net,1.0
857875120,1997,Western Regional Footbag Championships,Novice Doubles Net,6,5,3,3,False,Novice Doubles Net,1.0
857879540,1997,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,Singles Freestyle,4,3,4,3,True,Singles Freestyle,1.0
857879540,1997,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,Doubles Net,8,7,3,3,True,Doubles Net,1.0
857880964,1997,13th Annual MIDWEST REGIONAL FOOTBAG CHAMPIONSHIPS,Pro Doubles Net Listing,5,4,4,4,False,Pro Doubles Net Listing,1.0
857880964,1997,13th Annual MIDWEST REGIONAL FOOTBAG CHAMPIONSHIPS,Novice Freestyle,6,5,6,6,False,Novice Freestyle,1.0
857881898,1997,Funtastik Summer Classic,Amateur Freestyle,5,4,5,5,False,Amateur Freestyle,1.0
859787898,1997,HEART OF FOOTBAG Freestyle Tournament,Shred Skills Contest,7,8,8,8,False,Shred Skills Contest,1.0
859923755,1997,California State Footbag Championships,Open Doubles Net,13,12,12,12,False,Open Doubles Net,1.0
859923755,1997,California State Footbag Championships,Mixed Doubles Net,6,5,5,5,False,Mixed Doubles Net,1.0
859923755,1997,California State Footbag Championships,Intermediate Doubles,9,7,8,8,False,Intermediate Doubles,1.0
859923755,1997,California State Footbag Championships,Novice Doubles,4,3,3,3,False,Novice Doubles,1.0
876336655,1998,Air-A-Zona 2nd Annual Footbag Net Championships,Intermediate Singles,5,4,5,4,False,Intermediate Singles,1.0
876336655,1998,Air-A-Zona 2nd Annual Footbag Net Championships,Novice Singles,4,2,4,4,False,Novice Singles,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Men's Open Doubles Footbag Net,3,2,3,2,False,Men's Open Doubles Footbag Net,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Open Mixed Doubles Footbag Net,3,2,3,3,False,Open Mixed Doubles Footbag Net,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Open Doubles Freestyle,3,1,3,2,False,Open Doubles Freestyle,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Open Mixed Doubles Freestyle,3,1,3,1,False,Open Mixed Doubles Freestyle,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Open Doubles Distance One-Pass,3,1,3,1,False,Open Doubles Distance One-Pass,1.0
876591529,1998,1998 WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Doubles Footbag Net,3,1,3,1,False,Intermediate Doubles Footbag Net,1.0
877061793,1998,U. S. Open Footbag Net Championships,Beginner Doubles Net (Sunday) 6 Teams,4,3,4,3,False,Beginner Doubles Net (Sunday) 6 Teams,1.0
877848852,1997,Auburn U.F.O. Fall Festival,Intermediate 5-Min Timed Consecutives,3,2,3,3,False,Intermediate 5-Min Timed Consecutives,1.0
886044392,1998,12th Annual Vancouver Open Footbag Net Tournament,Open Doubles Net,3,1,3,2,False,Open Doubles Net,1.0
886044392,1998,12th Annual Vancouver Open Footbag Net Tournament,Mixed Doubles Net,3,1,3,2,False,Mixed Doubles Net,1.0
892446131,1998,Kansas Footbag Open,Intermediate,9,3,3,1,False,Intermediate,1.0
899077904,1998,Northern Illinois Footbag Open,Intermediate Footbag Golf,3,2,3,2,False,Intermediate Footbag Golf,1.0
903632480,1999,3rd Annual Air-A-Zona Footbag Net Championships,Intermediate Doubles,6,5,6,6,False,Intermediate Doubles,1.0
912467534,1999,12th Annual U.S. Open Footbag Net Championships,Novice Doubles Footbag Net,4,3,4,4,False,Novice Doubles Footbag Net,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Women's Doubles Net,4,8,4,4,False,Women's Doubles Net,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Open Doubles Net,27,54,27,27,False,Open Doubles Net,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,21,20,17,17,False,Open Singles Freestyle,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Mixed Doubles Net,12,24,7,7,False,Mixed Doubles Net,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Open Doubles Freestyle,5,10,5,5,False,Open Doubles Freestyle,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Mixed Doubles Freestyle,2,4,2,2,False,Mixed Doubles Freestyle,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Open Doubles Distance One-Pass,8,16,8,8,False,Open Doubles Distance One-Pass,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Women's Doubles Distance One-Pass,4,8,4,4,False,Women's Doubles Distance One-Pass,1.0
915561090,1999,WORLD FOOTBAG CHAMPIONSHIPS,Intermediate Doubles Net,6,12,6,6,False,Intermediate Doubles Net,1.0
917278465,1999,EUROPEAN FOOTBAG OPEN,Open Singles Freestyle,8,7,8,8,False,Open Singles Freestyle,1.0
931840905,1999,1st Annual Montana Invitational,Novice Overall,12,11,12,12,False,Novice Overall,1.0
933115858,2000,Colorado Shred Symposium,Intermediate,5,4,5,5,False,Intermediate,1.0
937727262,1999,California State Footbag Championships,Grand Masters Division: :-),7,6,5,4,True,Grand Masters Division: :-),1.0
942013549,1999,German Footbag Freestyle Battle 99,Open Singles Freestyle,8,7,8,8,False,Open Singles Freestyle,1.0
946940201,2000,East Coast Footbag Championships,Novice Freestyle,2,1,2,2,False,Novice Freestyle,1.0
946940201,2000,East Coast Footbag Championships,Open Freestyle,3,2,3,3,False,Open Freestyle,1.0
946940201,2000,East Coast Footbag Championships,Intermediate Golf,2,1,2,2,False,Intermediate Golf,1.0
946940201,2000,East Coast Footbag Championships,Open Golf,3,1,3,1,False,Open Golf,1.0
948943299,2000,First Annual Arica Open,Doubles Net,7,3,4,3,False,Doubles Net,1.0
949991621,2000,6th Annual Southern California Footbag Championships,Open Freestyle Shred,5,4,4,3,False,Open Freestyle Shred,1.0
952906680,2000,Montreal International Footbag Championships,Open Freestyle,4,2,4,4,False,Open Freestyle,1.0
952906680,2000,Montreal International Footbag Championships,Intermédiaire Freestyle,6,3,6,3,False,Intermédiaire - Simple,0.791
953918475,2000,Funtastik Summer Classic Footbag Tournament,Pro Singles Net,6,5,5,5,False,Pro Singles Net,1.0
967817818,2000,Texas State Footbag Championships,Novice Golf,3,2,3,3,False,Novice Golf,1.0
972427576,2001,L'Hivernal (The Windchill) Footbag Tournament,Routines Intermediate Freestyle,10,9,12,12,False,Routines Intermediate Freestyle,1.0
972427576,2001,L'Hivernal (The Windchill) Footbag Tournament,Shred Contest,15,14,15,15,False,Shred Contest,1.0
973573676,2001,2nd Annual New Zealand Footbag Championships,Mens Open Freestyle,2,1,2,1,False,Mens Open Freestyle,1.0
974683678,2001,COLORADO SHRED SYMPOSIUM 2,Intermediate Shred,26,14,13,13,False,Intermediate Shred,1.0
979089216,2001,First Annual Eugene Freestyle Freekout!!!,45 Second Shred,9,4,5,4,False,Open 45 Second Shred,0.857
979089216,2001,First Annual Eugene Freestyle Freekout!!!,Sick 10 Trick,8,4,4,4,False,Open Sick 10 Trick,0.839
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Singles Freestyle,11,4,11,11,False,Open Singles Freestyle,1.0
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Women's Singles Net,7,6,7,7,False,Women's Singles Net,1.0
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Open Mixed Doubles Net,8,7,8,7,False,Open Mixed Doubles Net,1.0
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Women's Doubles Net,4,3,4,3,False,Women's Doubles Net,1.0
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Intermediate Singles Freestyle,7,2,7,7,False,Intermediate Singles Freestyle,1.0
979334083,2001,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,Intermediate Doubles Net,3,2,3,2,False,Intermediate Doubles Net,1.0
981129410,2001,East Coast Footbag Championships,Novice Doubles Net,3,2,3,3,False,Novice Doubles Net,1.0
989875090,2001,Chicago Inner Circle Museum of Science and Industry Jam,30 Second Shred,6,5,3,3,False,30 Second Shred,1.0
990626988,2001,Polish Footbag Competition,Results Freestyle Man,7,1,6,1,False,Results Freestyle Man,1.0
990905420,2001,Vancouver Open Footbag Tournament,Open Doubles,12,4,12,4,False,Open Doubles,1.0
991285803,2001,Montreal International Footbag Net Championships 2001,Open Doubles,14,15,14,14,False,Open Doubles,1.0
991757909,2001,Funtastik Summer Classic Footbag Tournament,Team Freestyle,3,2,3,2,False,Team Freestyle,1.0
991757909,2001,Funtastik Summer Classic Footbag Tournament,Novice Dbl Net,3,2,3,2,False,Novice Dbl Net,1.0
991757909,2001,Funtastik Summer Classic Footbag Tournament,Amateur Freestyle,6,5,6,6,False,Amateur Freestyle,1.0
996293200,2001,Australian Footbag Championships,Singles 5 Minute Timed Kicking,3,2,3,3,True,Singles 5 Minute Timed Kicking,1.0
