event_key,legacy_event_id,year,event_name,orig_city,orig_region,orig_country,new_city,new_region,new_country,changed,rules_applied
2019-championships-krak-w-poland,1567551985,2019,XIX Polish Footbag Championships - Krakow 2019,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2020-championships-doylesburg-usa,1596587110,2020,38th Annual East Coast Footbag Championships,Doylesburg,Pennsylvania,United States,Doylesburg,Pennsylvania,United States,no,
2020-akisphere-2020-montreal-canada,1628025851,2020,Akisphere 2020,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2020-championships-stara-zagora-bulgaria,1580328152,2020,Bulgarian Footbag Championships 2020,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2020-championships-hradec-kr-lov-czech-republic,1595872698,2020,Czech Footbag Championships,Hradec Králové,,Czech Republic,Hradec Králové,,Czech Republic,no,
2020-i-bilbao-tournament-bilbao-spain,1593340253,2020,I.Bilbao Tournament (Doubles - Net),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2020-ii-basque-tournament-bilbao-spain-1598616506,1598616506,2020,II. Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2020-ii-basque-tournament-bilbao-spain-1584223469,1584223469,2020,II.Basque Tournament of Footbag (Net - Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2020-championships-warsaw-poland,1600984774,2020,XX Polish Footbag Championships - Warsaw 2020,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2021-worlds-online-global,1623054449,2021,2021 IFPA Online World Footbag Freestyle Championships,Online,Global,Global,Online,Global,Global,no,
2021-championships-krak-w-poland,1624971880,2021,21st IFPA European Footbag Net Championships,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2021-open-helsinki-finland,1643478787,2021,24th Annual Footbag Finnish Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2021-championships-doylesburg-usa,1625854837,2021,39th Annual East Coast Footbag Championships,Doylesburg,Pennsylvania,United States,Doylesburg,Pennsylvania,United States,no,
2021-akisphere-2021-montreal-canada,1628025574,2021,Akisphere 2021,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2021-open-stara-zagora-bulgaria,1614772897,2021,Bulgarian Footbag Open 2021,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2021-championships-hradec-kr-lov-czech-republic,1628024472,2021,Czech Footbag Net Championships,Hradec Králové,,Czech Republic,Hradec Králové,,Czech Republic,no,
2021-ii-basque-tournament-bilbao-spain,1628596712,2021,II. Basque Tournament of Footbag Net (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2021-open-bilbao-spain,1634938934,2021,II.Basque Open Footbag Net Tournament (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2021-iii-basque-tournament-bilbao-spain,1617902706,2021,III.Basque Tournament of Footba Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2021-refaski-cup-2021-t-bor-czech-republic,1635599636,2021,Refaski Cup 2021,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2021-championships-warsaw-poland,1634665636,2021,XXI Polish Footbag Championships - Warsaw 2021,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2022-championships-jaworzno-poland,1646855336,2022,22nd Annual IFPA European Footbag Championships,Jaworzno,Silesian,Poland,Jaworzno,Silesian,Poland,no,
2022-championships-camp-doylesburg-usa,1649177702,2022,40th Annual East Coast Footbag Championships,Camp Doylesburg,Pennsylvania,United States,Camp Doylesburg,Pennsylvania,United States,no,
2022-worlds-krak-w-poland,1646387871,2022,41st IFPA WORLD FOOTBAG CHAMPIONSHIPS 2022,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2022-akisphere-2022-montreal-canada,1653152207,2022,Akisphere 2022,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2022-cracow-jam-3-krak-w-poland,1645025950,2022,Cracow Net Jam 3,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2022-championships-hradec-kr-lov-czech-republic,1649326445,2022,Czech Footbag Championships 2022,Hradec Králové,,Czech Republic,Hradec Králové,,Czech Republic,no,
2022-i-elorrieta-tournament-bilbao-spain,1653647467,2022,I. Elorrieta Tournament of Footbag Net (Basque Country),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2022-ii-ereaga-tournament-bilbao-spain,1657486956,2022,II. Ereaga Tournament of Footbag Net,Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2022-iii-basque-tournament-bilbao-spain,1669556651,2022,III.Basque Tournament of Footbag Net (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2022-iv-basque-tournament-bilbao-spain,1645621833,2022,IV.Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2022-open-nantes-france,1647508742,2022,Open de France de Footbag 2022,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2022-refaski-cup-2022-t-bor-czech-republic,1667566506,2022,Refaski Cup 2022,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2022-open-lausanne-switzerland,1565425638,2022,Swiss Footbag Open 2022,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2022-championships-warsaw-poland,1668541701,2022,XXII Polish Footbag Championships - Warsaw 2022,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2023-13th-bembel-cup-frankfurt-germany,1677937557,2023,13th Bembel Cup 2023,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2023-us-open-erie-usa,1664206719,2023,2023 US Open,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2023-championships-krak-w-poland,1697391704,2023,23rd IFPA European Footbag Championships 2023,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2023-championships-brooklyn-usa,1688144863,2023,41st Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2023-worlds-medell-n-colombia,1678957450,2023,42nd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2023,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2023-8vo-suramericano-2023-caracas-venezuela,1699593640,2023,8vo Suramericano Footbag Net 2023,Caracas,Miranda,Venezuela,Caracas,Miranda,Venezuela,no,
2023-akisphere-montreal-canada,1686926080,2023,Akisphere,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2023-championships-stara-zagora-bulgaria,1692508794,2023,Bulgarian Footbag Championships,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2023-open-stara-zagora-bulgaria,1673723574,2023,Bulgarian Footbag Open 2023,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2023-championships-nov-byst-ice-czech-republic,1695501837,2023,Czech Footbag Championships 2023,Nová Bystřice,South Bohemian,Czech Republic,Nová Bystřice,South Bohemian,Czech Republic,no,
2023-open-helsinki-finland,1700920831,2023,Finnish Footbag Open 2023,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2023-open-berlin-germany,1694868513,2023,German Footbag Open 2023,Berlin,,Germany,Berlin,,Germany,no,
2023-iv-basque-tournament-bilbao-spain,1690897570,2023,IV.Basque Tournament of Footbag Net (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2023-refaski-cup-2023-t-bor-czech-republic,1699709080,2023,Refaski Cup 2023 aneb JINDRA Kicks with us,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2023-v-basque-tournament-bilbao-spain,1677285621,2023,V. Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2023-championships-warsaw-poland,1694170899,2023,XXIII Polish Footbag Championships - Warsaw 2023,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2024-14th-bembel-cup-frankfurt-germany,1706536250,2024,14th Bembel Cup 2024 - a jam with friends,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2024-1era-copa-altos-caracas-venezuela,1713276656,2024,1era Copa Footbag Net - Altos Mirandinos,Caracas,Miranda,Venezuela,Caracas,Miranda,Venezuela,no,
2024-championships-stara-zagora-bulgaria,1711182054,2024,24th IFPA European Footbag Championships,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2024-championships-krak-w-poland,1727756195,2024,24th Polish Footbag Championships - Krakow 2024,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2024-championships-brooklyn-usa,1721320739,2024,42nd Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2024-worlds-montreal-canada,1706036811,2024,43rd Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2024,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2024-5ta-copa-bobston-medell-n-colombia,1730420667,2024,5ta Copa Bobston de Footbag Net,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2024-akisphere-2024-montreal-canada,1719166875,2024,Akisphere 2024,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2024-open-stara-zagora-bulgaria,1711181388,2024,Bulgarian Footbag Open 2024,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2024-czech-champioships-2024-nov-byst-ice-czech-republic,1722339396,2024,Czech Footbag champioships 2024,Nová Bystřice,South Bohemian,Czech Republic,Nová Bystřice,South Bohemian,Czech Republic,no,
2024-i-santutxu-tournament-bilbao-spain,1728384115,2024,I. Santutxu Tournament of Footbag (Net),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2024-memorial-jindra-smoly-t-bor-czech-republic,1728058298,2024,Memorial Jindra Smoly - Refaski Cup 10,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2024-open-nantes-france,1709496969,2024,Open de France de Footbag 2024,Nantes,Loire-Atlantique,France,Nantes,Loire-Atlantique,France,no,
2024-rnh-contest-2024-paris-france,1721038326,2024,RNH Contest 2024,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2024-segunda-copa-perpetual-caracas-venezuela,1733755410,2024,Segunda 'Copa Perpetual Flame',Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2024-open-lausanne-switzerland,1709070838,2024,Swiss Footbag Open 2024,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2024-v-basque-tournament-bilbao-spain,1721923932,2024,V.Basque Tournament of Footbag Net (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2024-vi-basque-tournament-bilbao-spain,1721817655,2024,VI. Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2025-championships-frankfurt-germany,1740391168,2025,25th IFPA European Footbag Championships 2025,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2025-championships-jaworzno-poland,1751568193,2025,25th Polish Footbag Championships - Jaworzno 2025,Jaworzno,Silesian,Poland,Jaworzno,Silesian,Poland,no,
2025-championships-brooklyn-usa,1750356087,2025,43rd Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2025-worlds-nantes-france,1741024635,2025,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2025-6a-copa-bobston-medell-n-colombia,1760495074,2025,6a Copa Bobston de Footbag,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2025-akisphere-2025-montreal-canada,1746737817,2025,Akisphere 2025,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2025-championships-stara-zagora-bulgaria,1756448770,2025,Bulgarian Footbag Championships 2025,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2025-open-stara-zagora-bulgaria,1739036206,2025,Bulgarian Footbag Open 2025,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2025-czech-champioships-2025-nov-byst-ice-czech-republic,1745298933,2025,Czech Footbag champioships 2025,Nová Bystřice,South Bohemian,Czech Republic,Nová Bystřice,South Bohemian,Czech Republic,no,
2025-open-helsinki-finland-1749326277,1749326277,2025,Footbag Finnish Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2025-open-helsinki-finland-1736265216,1736265216,2025,Footbag Finnish Open 2024,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2025-open-helsinki-finland-1745686591,1745686591,2025,Footbag Finnish Open 2024 - Singles Net,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2025-ii-bilbao-tournament-bilbao-spain,1765581778,2025,II.Bilbao Tournament of Footbag (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2025-memorial-jindry-smoly-t-bor-czech-republic,1759558836,2025,Memorial Jindry Smoly-Refaski cup 11,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2025-rnh-contest-2025-paris-france,1753997172,2025,RNH Contest 2025,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2025-open-lausanne-switzerland,1740419380,2025,Swiss Footbag Open 2025,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2025-us-open-west-linn-usa,1738446800,2025,US Open Footbag Championships,West Linn,Oregon,United States,West Linn,Oregon,United States,no,
2025-vi-basque-tournament-bilbao-spain,1752525121,2025,VI. Basque Tournament of Footbag Net (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2025-vii-basque-tournament-bilbao-spain,1742511366,2025,VII.Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2026-viii-basque-tournament-bilbao-spain,1770923654,2026,VIII.Basque Tournament of Footbag Net (Individual),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
