event,division,place,severity,issue
1074511718,Intermediate Double Net,2,HIGH,non_person_present
1074511718,Open Double Freestyle,1,HIGH,team_row_in_singles
1074511718,Open Double Freestyle,1,HIGH,non_person_present
1074511718,Open Double Freestyle,2,HIGH,team_row_in_singles
1074511718,Open Double Freestyle,2,HIGH,non_person_present
1075781798,Amateur Doubles Net,1,HIGH,non_person_present
1075781798,Amateur Doubles Net,2,HIGH,non_person_present
1075781798,Amateur Doubles Net,3,HIGH,non_person_present
1075781798,Novice Doubles Net,1,HIGH,non_person_present
1075781798,Novice Doubles Net,2,HIGH,non_person_present
1075781798,Pro Doubles Net,1,HIGH,non_person_present
1075781798,Pro Doubles Net,2,HIGH,non_person_present
1075781798,Pro Doubles Net,3,HIGH,non_person_present
1075781798,Pro Doubles Net,4,HIGH,non_person_present
1075781798,Pro Freestyle- Single,5,HIGH,team_row_in_singles
1075781798,Pro Freestyle- Single,5,HIGH,non_person_present
1076876907,Unknown,1,HIGH,non_person_present
1076876907,Unknown,2,HIGH,non_person_present
1076876907,Unknown,5,HIGH,non_person_present
1077766197,Big Trick,1,HIGH,non_person_present
1079444598,Golf,3,HIGH,non_person_present
1079444598,Golf,4,HIGH,non_person_present
1079444598,Intermediate Doubles Net,1,HIGH,non_person_present
1079444598,Intermediate Doubles Net,2,HIGH,non_person_present
1079444598,Intermediate Doubles Net,3,HIGH,non_person_present
1079444598,Open Doubles Net,1,HIGH,non_person_present
1079444598,Open Doubles Net,2,HIGH,non_person_present
1079444598,Open Doubles Net,3,HIGH,non_person_present
1079444598,Open Doubles Net,4,HIGH,non_person_present
1079605499,Intermediate Double Net,1,HIGH,non_person_present
1079605499,Intermediate Double Net,2,HIGH,non_person_present
1079605499,Intermediate Double Net,3,HIGH,non_person_present
1079605499,Intermediate Double Net,4,HIGH,non_person_present
1079605499,Open Doubles Freestyle,1,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,1,HIGH,non_person_present
1079605499,Open Doubles Freestyle,2,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,2,HIGH,non_person_present
1079605499,Open Doubles Freestyle,3,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,3,HIGH,non_person_present
1079605499,Open Doubles Freestyle,4,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,4,HIGH,non_person_present
1079605499,Open Doubles Freestyle,5,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,5,HIGH,non_person_present
1079605499,Open Doubles Freestyle,6,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,6,HIGH,non_person_present
1079605499,Open Doubles Freestyle,7,HIGH,team_row_in_singles
1079605499,Open Doubles Freestyle,7,HIGH,non_person_present
1079605499,Open Doubles Net,1,HIGH,non_person_present
1079605499,Open Doubles Net,2,HIGH,non_person_present
1079605499,Open Doubles Net,3,HIGH,non_person_present
1079605499,Open Doubles Net,4,HIGH,non_person_present
1079605499,Shred30,2,HIGH,non_person_present
1080138513,Doubles Mixed Net,1,HIGH,non_person_present
1080138513,Doubles Mixed Net,2,HIGH,non_person_present
1080138513,Doubles Mixed Net,3,HIGH,non_person_present
1080138513,Doubles Mixed Net,4,HIGH,non_person_present
1080138513,Doubles Net,1,HIGH,non_person_present
1080138513,Doubles Net,2,HIGH,non_person_present
1080138513,Doubles Net,3,HIGH,non_person_present
1080138513,Doubles Net,4,HIGH,non_person_present
1080757998,Intermediate Shred:30,1,HIGH,non_person_present
1080757998,Intermediate Shred:30,2,HIGH,non_person_present
1080757998,Intermediate Singles Freestyle,1,HIGH,non_person_present
1080757998,Intermediate Singles Freestyle,2,HIGH,non_person_present
1080757998,Open Shred:30,1,HIGH,non_person_present
1080757998,Open Shred:30,2,HIGH,non_person_present
1080757998,Open Shred:30,3,HIGH,non_person_present
1080757998,Open Sick3,2,HIGH,non_person_present
1080757998,Open Sick3,3,HIGH,non_person_present
1080757998,Open Singles Freestyle,1,HIGH,non_person_present
1080757998,Open Singles Freestyle,2,HIGH,non_person_present
1080757998,Open Singles Freestyle,3,HIGH,non_person_present
1080896073,Open Doubles Net,1,HIGH,non_person_present
1080896073,Open Doubles Net,2,HIGH,non_person_present
1080896073,Open Doubles Net,3,HIGH,non_person_present
1080896073,Open Doubles Net,4,HIGH,non_person_present
1080896073,Open Doubles Net,5,HIGH,non_person_present
1080896073,Open Doubles Net,6,HIGH,non_person_present
1080896073,Open Doubles Net,7,HIGH,non_person_present
1080896073,Open Doubles Net,8,HIGH,non_person_present
1080896073,Open Doubles Net,9,HIGH,non_person_present
1080896073,Open Doubles Net,10,HIGH,non_person_present
1080896073,Open Doubles Net,11,HIGH,non_person_present
1081766954,Open Doubles Net,1,HIGH,non_person_present
1081766954,Open Doubles Net,2,HIGH,non_person_present
1081766954,Open Doubles Net,3,HIGH,non_person_present
1081766954,Open Doubles Net,4,HIGH,doubles_only_one_player
1081766954,Open Doubles Net,4,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,1,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,1,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,1,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,2,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,2,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,2,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,3,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,3,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,3,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,4,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,4,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,4,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,5,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,5,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,5,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,6,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,6,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,6,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,7,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,7,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,7,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,8,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,8,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,8,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,9,HIGH,doubles_only_one_player
1083699966,Open Singles Net Open Doubles Net,9,HIGH,team_row_in_singles
1083699966,Open Singles Net Open Doubles Net,9,HIGH,non_person_present
1083699966,Open Singles Net Open Doubles Net,15,HIGH,doubles_only_one_player
1089373321,Doubles Freestyle,1,HIGH,team_row_in_singles
1089373321,Doubles Freestyle,1,HIGH,non_person_present
1089373321,Doubles Freestyle,2,HIGH,team_row_in_singles
1089373321,Doubles Freestyle,2,HIGH,non_person_present
1089373321,Doubles Freestyle,3,HIGH,doubles_only_one_player
1089373321,Doubles Freestyle,3,HIGH,non_person_present
1089373321,Doubles Freestyle,4,HIGH,team_row_in_singles
1089373321,Doubles Freestyle,4,HIGH,non_person_present
1089373321,Golf,3,HIGH,team_row_in_singles
1089373321,Golf,3,HIGH,non_person_present
1089373321,Mixed Doubles Net,1,HIGH,non_person_present
1089373321,Mixed Doubles Net,2,HIGH,non_person_present
1089373321,Mixed Doubles Net,3,HIGH,non_person_present
1089373321,Mixed Doubles Net,4,HIGH,non_person_present
1089373321,Mixed Doubles Net,5,HIGH,non_person_present
1089373321,Open Doubles Net,1,HIGH,non_person_present
1089373321,Open Doubles Net,2,HIGH,non_person_present
1089373321,Open Doubles Net,3,HIGH,non_person_present
1089373321,Open Doubles Net,4,HIGH,non_person_present
1089373321,Open Doubles Net,8,HIGH,non_person_present
1089373321,Women's Doubles Net,1,HIGH,non_person_present
1089373321,Women's Doubles Net,2,HIGH,non_person_present
1090437706,Open Double Freestyle,1,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,1,HIGH,non_person_present
1090437706,Open Double Freestyle,2,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,2,HIGH,non_person_present
1090437706,Open Double Freestyle,3,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,3,HIGH,non_person_present
1090437706,Open Double Freestyle,4,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,4,HIGH,non_person_present
1090437706,Open Double Freestyle,5,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,5,HIGH,non_person_present
1090437706,Open Double Freestyle,6,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,6,HIGH,non_person_present
1090437706,Open Double Freestyle,7,HIGH,team_row_in_singles
1090437706,Open Double Freestyle,7,HIGH,non_person_present
1090437706,Open Double Net,1,HIGH,non_person_present
1090437706,Open Double Net,2,HIGH,non_person_present
1090437706,Open Double Net,3,HIGH,non_person_present
1090569022,Double Net,1,HIGH,non_person_present
1090569022,Double Net,2,HIGH,non_person_present
1090569022,Double Net,3,HIGH,non_person_present
1090569022,Double Net,4,HIGH,non_person_present
1090569022,Double Net,6,HIGH,non_person_present
1090569022,Double Net,8,HIGH,non_person_present
1092044099,Net Doubles,1,HIGH,non_person_present
1092044099,Net Doubles,2,HIGH,doubles_only_one_player
1092044099,Net Doubles,2,HIGH,non_person_present
1092044099,Net Doubles,3,HIGH,doubles_only_one_player
1092044099,Net Doubles,3,HIGH,non_person_present
1092044099,Net Doubles,4,HIGH,non_person_present
1092073845,Doubles Freestyle,1,HIGH,team_row_in_singles
1092073845,Doubles Freestyle,1,HIGH,non_person_present
1092073845,Doubles Freestyle,2,HIGH,team_row_in_singles
1092073845,Doubles Freestyle,2,HIGH,non_person_present
1092073845,Doubles Freestyle,3,HIGH,team_row_in_singles
1092073845,Doubles Freestyle,3,HIGH,non_person_present
1092073845,Doubles Net,1,HIGH,non_person_present
1092073845,Doubles Net,2,HIGH,doubles_only_one_player
1092073845,Doubles Net,2,HIGH,non_person_present
1092073845,Doubles Net,3,HIGH,non_person_present
1093955766,Net,2,HIGH,non_person_present
1093955766,Net,3,HIGH,non_person_present
1093955766,Net,4,HIGH,non_person_present
1094071528,Open Doubles Net,1,HIGH,non_person_present
1094071528,Open Doubles Net,2,HIGH,non_person_present
1094071528,Open Doubles Net,3,HIGH,non_person_present
1094071528,Open Doubles Net,4,HIGH,non_person_present
1094071528,Open Doubles Net,5,HIGH,non_person_present
1094071528,Open Doubles Net,6,HIGH,non_person_present
1094071528,Open Doubles Net,7,HIGH,non_person_present
1094071528,Open Doubles Net,8,HIGH,non_person_present
1094123527,Open Doubles Net,1,HIGH,non_person_present
1094123527,Open Doubles Net,2,HIGH,non_person_present
1094123527,Open Doubles Net,3,HIGH,non_person_present
1094123527,Open Doubles Net,4,HIGH,non_person_present
1094123527,Open Doubles Net,5,HIGH,non_person_present
1094123527,Open Doubles Net,6,HIGH,non_person_present
1094123527,Open Doubles Net,7,HIGH,non_person_present
1094123527,Open Doubles Net,8,HIGH,non_person_present
1094123527,Open Doubles Net,9,HIGH,non_person_present
1094123527,Open Doubles Net,10,HIGH,non_person_present
1094123527,Open Doubles Net,11,HIGH,non_person_present
1094123527,Open Doubles Net,12,HIGH,non_person_present
1094123527,Open Doubles Net,13,HIGH,non_person_present
1094123527,Open Doubles Net,14,HIGH,non_person_present
1094123527,Open Doubles Net,15,HIGH,non_person_present
1094201584,Open Double Net,1,HIGH,non_person_present
1094201584,Open Double Net,2,HIGH,non_person_present
1094201584,Open Double Net,3,HIGH,non_person_present
1094201584,Open Double Net,4,HIGH,non_person_present
1095965765,Open Freestyle,1,HIGH,team_row_in_singles
1095965765,Open Freestyle,1,HIGH,non_person_present
1095965765,Open Freestyle,2,HIGH,team_row_in_singles
1095965765,Open Freestyle,2,HIGH,non_person_present
1095965765,Open Freestyle,3,HIGH,team_row_in_singles
1095965765,Open Freestyle,3,HIGH,non_person_present
1095965765,Shred:30,1,HIGH,non_person_present
1095965765,Shred:30,2,HIGH,non_person_present
1095965765,Shred:30,3,HIGH,non_person_present
1095965765,Sick 3,1,HIGH,non_person_present
1095965765,Sick 3,2,HIGH,non_person_present
1095965765,Sick 3,3,HIGH,non_person_present
1096318324,Shred 30,1,HIGH,non_person_present
1097686137,Men: Open Doubles Net,1,HIGH,non_person_present
1097686137,Men: Open Doubles Net,2,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,1,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,2,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,3,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,4,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,5,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,6,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,7,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,8,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,9,HIGH,non_person_present
1102227996,Open Doubles - For The Green Cup,10,HIGH,non_person_present
1102443443,Open Double Freestyle,1,HIGH,team_row_in_singles
1102443443,Open Double Freestyle,1,HIGH,non_person_present
1102443443,Open Double Freestyle,2,HIGH,team_row_in_singles
1102443443,Open Double Freestyle,2,HIGH,non_person_present
1102443443,Open Double Freestyle,3,HIGH,team_row_in_singles
1102443443,Open Double Freestyle,3,HIGH,non_person_present
1102447093,Drunken Masters,1,HIGH,non_person_present
1102447093,Drunken Masters,2,HIGH,non_person_present
1102447093,Drunken Masters,3,HIGH,non_person_present
1102576153,Intermediate Doubles Net,1,HIGH,non_person_present
1102576153,Intermediate Doubles Net,2,HIGH,non_person_present
1102576153,Intermediate Doubles Net,3,HIGH,non_person_present
1102576153,Intermediate Doubles Net,4,HIGH,non_person_present
1102576153,Intermediate Doubles Net,5,HIGH,non_person_present
1102576153,Intermediate Doubles Net,6,HIGH,non_person_present
1102576153,Intermediate Doubles Net,7,HIGH,non_person_present
1102576153,Intermediate Doubles Net,8,HIGH,non_person_present
1102576153,Intermediate Doubles Net,9,HIGH,non_person_present
1102576153,Intermediate Doubles Net,10,HIGH,non_person_present
1102576153,Intermediate Doubles Net,11,HIGH,non_person_present
1102576153,Intermediate Doubles Net,12,HIGH,non_person_present
1102576153,Mixed Doubles Freestyle,1,HIGH,team_row_in_singles
1102576153,Mixed Doubles Freestyle,1,HIGH,non_person_present
1102576153,Mixed Doubles Freestyle,2,HIGH,team_row_in_singles
1102576153,Mixed Doubles Freestyle,2,HIGH,non_person_present
1102576153,Mixed Doubles Freestyle,3,HIGH,team_row_in_singles
1102576153,Mixed Doubles Freestyle,3,HIGH,non_person_present
1102576153,Mixed Doubles Freestyle,4,HIGH,team_row_in_singles
1102576153,Mixed Doubles Freestyle,4,HIGH,non_person_present
1102576153,Mixed Doubles Net,1,HIGH,non_person_present
1102576153,Mixed Doubles Net,2,HIGH,non_person_present
1102576153,Mixed Doubles Net,3,HIGH,non_person_present
1102576153,Mixed Doubles Net,4,HIGH,non_person_present
1102576153,Mixed Doubles Net,5,HIGH,non_person_present
1102576153,Mixed Doubles Net,6,HIGH,non_person_present
1102576153,Mixed Doubles Net,7,HIGH,non_person_present
1102576153,Mixed Doubles Net,8,HIGH,non_person_present
1102576153,Open Doubles Freestyle,1,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,1,HIGH,non_person_present
1102576153,Open Doubles Freestyle,2,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,2,HIGH,non_person_present
1102576153,Open Doubles Freestyle,3,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,3,HIGH,non_person_present
1102576153,Open Doubles Freestyle,4,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,4,HIGH,non_person_present
1102576153,Open Doubles Freestyle,5,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,5,HIGH,non_person_present
1102576153,Open Doubles Freestyle,6,HIGH,team_row_in_singles
1102576153,Open Doubles Freestyle,6,HIGH,non_person_present
1102576153,Open Doubles Net,1,HIGH,non_person_present
1102576153,Open Doubles Net,2,HIGH,non_person_present
1102576153,Open Doubles Net,3,HIGH,non_person_present
1102576153,Open Doubles Net,4,HIGH,non_person_present
1102576153,Open Doubles Net,5,HIGH,non_person_present
1102576153,Open Doubles Net,6,HIGH,non_person_present
1102576153,Open Doubles Net,7,HIGH,non_person_present
1102576153,Open Doubles Net,8,HIGH,non_person_present
1102576153,Open Doubles Net,9,HIGH,non_person_present
1102576153,Open Doubles Net,10,HIGH,non_person_present
1102576153,Open Doubles Net,11,HIGH,non_person_present
1102576153,Open Doubles Net,12,HIGH,non_person_present
1102576153,Open Doubles Net,13,HIGH,non_person_present
1102576153,Open Doubles Net,14,HIGH,non_person_present
1102576153,Open Doubles Net,15,HIGH,non_person_present
1102576153,Open Doubles Net,16,HIGH,non_person_present
1102576153,Open Doubles Net,17,HIGH,non_person_present
1102576153,Open Doubles Net,18,HIGH,non_person_present
1102576153,Open Doubles Net,19,HIGH,non_person_present
1102576153,Open Doubles Net,20,HIGH,non_person_present
1102576153,Open Doubles Net,21,HIGH,non_person_present
1102576153,Open Doubles Net,22,HIGH,non_person_present
