event,division,place,severity,issue
1471686537,Open Doubles Net,3,HIGH,non_person_present
1471686537,Open Doubles Net,4,HIGH,non_person_present
1471686537,Open Doubles Net,5,HIGH,non_person_present
1471686537,Open Doubles Net,6,HIGH,non_person_present
1471686537,Open Doubles Net,7,HIGH,non_person_present
1471686537,Open Doubles Net,8,HIGH,non_person_present
1471686537,Open Doubles Net,9,HIGH,non_person_present
1471686537,Open Doubles Net,10,HIGH,non_person_present
1471686537,Open Doubles Net,11,HIGH,non_person_present
1471686537,Open Doubles Net,12,HIGH,non_person_present
1471686537,Open Doubles Net,13,HIGH,non_person_present
1471686537,Open Doubles Net,14,HIGH,non_person_present
1471686537,Open Doubles Net,15,HIGH,non_person_present
1471686537,Open Doubles Net,16,HIGH,non_person_present
1471686537,Open Doubles Net,17,HIGH,non_person_present
1471686537,Open Doubles Net,18,HIGH,non_person_present
1471686537,Women's Doubles Net,1,HIGH,non_person_present
1471686537,Women's Doubles Net,2,HIGH,non_person_present
1471686537,Women's Doubles Net,3,HIGH,non_person_present
1471686537,Women's Doubles Net,4,HIGH,non_person_present
1473853257,Doubles Kicking,1,HIGH,non_person_present
1473853257,Doubles Kicking,2,HIGH,non_person_present
1473853257,Doubles Kicking,3,HIGH,non_person_present
1473853257,Doubles Kicking,4,HIGH,non_person_present
1473853257,Doubles Net,1,HIGH,non_person_present
1473853257,Doubles Net,2,HIGH,non_person_present
1473853257,Doubles Net,3,HIGH,non_person_present
1473853257,Doubles Net,4,HIGH,non_person_present
1473932659,Request Contest,6,HIGH,non_person_present
1485520697,Open Double Net,1,HIGH,non_person_present
1485520697,Open Double Net,2,HIGH,non_person_present
1485520697,Open Double Net,3,HIGH,non_person_present
1485520697,Open Double Net,4,HIGH,non_person_present
1485520697,Open Double Net,5,HIGH,non_person_present
1485520697,Open Double Net,6,HIGH,non_person_present
1485520697,Open Double Net,7,HIGH,non_person_present
1485520697,Open Double Net,8,HIGH,non_person_present
1485520697,Open Double Net,9,HIGH,non_person_present
1485520697,Open Mixed Double,1,HIGH,non_person_present
1485520697,Open Mixed Double,2,HIGH,non_person_present
1485520697,Open Mixed Double,3,HIGH,non_person_present
1485863923,Open Doubles Net,1,HIGH,non_person_present
1485863923,Open Doubles Net,2,HIGH,non_person_present
1485863923,Open Doubles Net,3,HIGH,non_person_present
1485863923,Open Doubles Net,4,HIGH,non_person_present
1485863923,Open Doubles Net,5,HIGH,non_person_present
1485863923,Open Doubles Net,6,HIGH,non_person_present
1485967222,Open Doubles Net,1,HIGH,non_person_present
1485967222,Open Doubles Net,2,HIGH,non_person_present
1485967222,Open Doubles Net,3,HIGH,non_person_present
1485967222,Open Doubles Net,4,HIGH,non_person_present
1485970612,Open Doubles Net,1,HIGH,non_person_present
1485970612,Open Doubles Net,2,HIGH,non_person_present
1485970612,Open Doubles Net,3,HIGH,non_person_present
1485970612,Open Doubles Net,4,HIGH,non_person_present
1485970612,Open Doubles Net,5,HIGH,non_person_present
1485970612,Open Doubles Net,6,HIGH,non_person_present
1485970612,Open Doubles Net,7,HIGH,non_person_present
1485970612,Open Doubles Net,8,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,1,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,2,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,3,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,4,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,5,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,6,HIGH,non_person_present
1486654923,Net Doubles Results For Rnh Contest,7,HIGH,non_person_present
1487797845,Doubles Battles,1,HIGH,non_person_present
1487797845,Doubles Battles,2,HIGH,non_person_present
1487797845,Doubles Battles,3,HIGH,non_person_present
1487797845,Mixed Doubles Net,1,HIGH,non_person_present
1487797845,Mixed Doubles Net,2,HIGH,non_person_present
1487797845,Mixed Doubles Net,3,HIGH,non_person_present
1487797845,Mixed Doubles Net,4,HIGH,non_person_present
1487797845,Mixed Doubles Net,5,HIGH,non_person_present
1487797845,Mixed Doubles Net,6,HIGH,non_person_present
1487797845,Mixed Doubles Net,7,HIGH,non_person_present
1487797845,Mixed Doubles Net,8,HIGH,non_person_present
1487797845,Mixed Doubles Net,9,HIGH,non_person_present
1487797845,Mixed Doubles Net,10,HIGH,non_person_present
1487797845,Mixed Doubles Net,11,HIGH,non_person_present
1487797845,Open Battles,5,HIGH,non_person_present
1487797845,Open Battles,9,HIGH,non_person_present
1487797845,Open Doubles Net,1,HIGH,non_person_present
1487797845,Open Doubles Net,2,HIGH,non_person_present
1487797845,Open Doubles Net,3,HIGH,non_person_present
1487797845,Open Doubles Net,4,HIGH,non_person_present
1487797845,Open Doubles Net,5,HIGH,non_person_present
1487797845,Open Doubles Net,6,HIGH,non_person_present
1487797845,Open Doubles Net,7,HIGH,doubles_only_one_player
1487797845,Open Doubles Net,7,HIGH,non_person_present
1487797845,Open Doubles Net,8,HIGH,non_person_present
1487797845,Open Doubles Net,9,HIGH,non_person_present
1487797845,Open Doubles Net,10,HIGH,non_person_present
1487797845,Open Doubles Net,11,HIGH,non_person_present
1487797845,Open Doubles Net,12,HIGH,non_person_present
1487797845,Open Doubles Net,13,HIGH,non_person_present
1487797845,Open Doubles Net,14,HIGH,non_person_present
1487797845,Open Doubles Net,15,HIGH,non_person_present
1487797845,Open Doubles Net,16,HIGH,non_person_present
1487797845,Open Doubles Net,17,HIGH,non_person_present
1487797845,Open Doubles Net,18,HIGH,non_person_present
1487797845,Open Doubles Net,19,HIGH,non_person_present
1487797845,Open Doubles Net,20,HIGH,non_person_present
1487797845,Open Doubles Net,21,HIGH,non_person_present
1487797845,Open Doubles Net,22,HIGH,doubles_only_one_player
1487797845,Open Doubles Net,22,HIGH,non_person_present
1487797845,Open Doubles Net,23,HIGH,non_person_present
1487797845,Open Doubles Net,24,HIGH,doubles_only_one_player
1487797845,Open Doubles Net,24,HIGH,non_person_present
1487797845,Open Doubles Net,25,HIGH,non_person_present
1487797845,Open Doubles Net,26,HIGH,non_person_present
1487797845,Open Doubles Net,27,HIGH,non_person_present
1487797845,Open Doubles Net,28,HIGH,non_person_present
1487797845,Open Doubles Net,29,HIGH,doubles_only_one_player
1487797845,Open Doubles Net,29,HIGH,non_person_present
1487797845,Open Doubles Net,30,HIGH,non_person_present
1487797845,Request Contest,9,HIGH,non_person_present
1487797845,Request Contest,13,HIGH,non_person_present
1487797845,Request Contest,15,HIGH,non_person_present
1487797845,Women's Doubles Net,1,HIGH,non_person_present
1487797845,Women's Doubles Net,2,HIGH,non_person_present
1487797845,Women's Doubles Net,3,HIGH,non_person_present
1487797845,Women's Doubles Net,4,HIGH,non_person_present
1487797845,Women's Doubles Net,5,HIGH,non_person_present
1487797845,Women's Doubles Net,6,HIGH,non_person_present
1487800738,Open Doubles Net,1,HIGH,non_person_present
1487800738,Open Doubles Net,2,HIGH,non_person_present
1487800738,Open Doubles Net,3,HIGH,non_person_present
1487800738,Open Doubles Net,4,HIGH,non_person_present
1487800738,Open Doubles Net,5,HIGH,non_person_present
1487800738,Open Doubles Net,6,HIGH,non_person_present
1488957997,Open Doubles Net,1,HIGH,non_person_present
1488957997,Open Doubles Net,2,HIGH,non_person_present
1488957997,Open Doubles Net,3,HIGH,non_person_present
1488957997,Open Doubles Net,4,HIGH,non_person_present
1488957997,Open Doubles Net,5,HIGH,non_person_present
1488957997,Open Doubles Net,6,HIGH,non_person_present
1488957997,Open Doubles Net,7,HIGH,non_person_present
1488957997,Open Doubles Net,8,HIGH,non_person_present
1488957997,Open Doubles Net,9,HIGH,non_person_present
1488957997,Open Doubles Net,10,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,1,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,2,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,3,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,4,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,5,HIGH,non_person_present
1488957997,Open Mixed Doubles Net,6,HIGH,non_person_present
1489248474,Footbag Net: Doubles,1,HIGH,non_person_present
1489248474,Footbag Net: Doubles,2,HIGH,non_person_present
1489248474,Footbag Net: Doubles,3,HIGH,non_person_present
1489248474,Footbag Net: Doubles,4,HIGH,non_person_present
1489248474,Footbag Net: Singles,1,HIGH,team_row_in_singles
1489248474,Footbag Net: Singles,1,HIGH,non_person_present
1489248474,Footbag Net: Singles,3,HIGH,team_row_in_singles
1489248474,Footbag Net: Singles,3,HIGH,non_person_present
1489248474,Footbag Net: Singles,5,HIGH,team_row_in_singles
1489248474,Footbag Net: Singles,5,HIGH,non_person_present
1489248474,Footbag Net: Singles,6,HIGH,team_row_in_singles
1489248474,Footbag Net: Singles,6,HIGH,non_person_present
1489248474,Footbag Net: Singles,7,HIGH,team_row_in_singles
1489248474,Footbag Net: Singles,7,HIGH,non_person_present
1492354286,Open Doubles Net,1,HIGH,non_person_present
1492354286,Open Doubles Net,2,HIGH,non_person_present
1492354286,Open Doubles Net,3,HIGH,non_person_present
1492354286,Open Doubles Net,4,HIGH,non_person_present
1492354286,Open Doubles Net,5,HIGH,non_person_present
1492354286,Open Doubles Net,6,HIGH,non_person_present
1497678985,Open Doubles Net,1,HIGH,non_person_present
1497678985,Open Doubles Net,2,HIGH,non_person_present
1497678985,Open Doubles Net,3,HIGH,non_person_present
1497678985,Open Doubles Net,4,HIGH,non_person_present
1497678985,Open Doubles Net,5,HIGH,non_person_present
1497678985,Open Doubles Net,6,HIGH,non_person_present
1497678985,Open Doubles Net,7,HIGH,non_person_present
1497678985,Open Doubles Net,8,HIGH,non_person_present
1497678985,Open Doubles Net,9,HIGH,non_person_present
1499025778,Mixed Doubles Net,1,HIGH,non_person_present
1499025778,Mixed Doubles Net,2,HIGH,non_person_present
1499025778,Mixed Doubles Net,3,HIGH,non_person_present
1499025778,Mixed Doubles Net,4,HIGH,non_person_present
1499025778,Mixed Doubles Net,5,HIGH,non_person_present
1499025778,Open Doubles Net,1,HIGH,non_person_present
1499025778,Open Doubles Net,2,HIGH,non_person_present
1499025778,Open Doubles Net,3,HIGH,non_person_present
1499025778,Open Doubles Net,4,HIGH,non_person_present
1499025778,Open Doubles Net,5,HIGH,non_person_present
1499025778,Open Doubles Net,6,HIGH,non_person_present
1499025778,Open Doubles Net,7,HIGH,non_person_present
1499025778,Open Doubles Net,8,HIGH,non_person_present
1499025778,Open Doubles Net,9,HIGH,non_person_present
1499025778,Open Doubles Net,10,HIGH,non_person_present
1499025778,Open Doubles Net,11,HIGH,non_person_present
1499025778,Open Doubles Net,12,HIGH,non_person_present
1499025778,Open Doubles Net,13,HIGH,non_person_present
1499025778,Open Doubles Net,14,HIGH,non_person_present
1499025778,Open Doubles Net,15,HIGH,non_person_present
1499025778,Open Doubles Net,16,HIGH,non_person_present
1499025778,Open Doubles Net,17,HIGH,non_person_present
1499025778,Open Doubles Net,18,HIGH,non_person_present
1499025778,Open Doubles Net,19,HIGH,non_person_present
1499025778,Open Doubles Net,20,HIGH,non_person_present
1499025778,Open Doubles Net,21,HIGH,non_person_present
1499025778,Request Contest,5,HIGH,non_person_present
1499168069,Open Doubles,1,HIGH,non_person_present
1499168069,Open Doubles,2,HIGH,non_person_present
1499168069,Open Doubles,3,HIGH,non_person_present
1499168069,Open Doubles,4,HIGH,non_person_present
1499168069,Open Doubles,5,HIGH,non_person_present
1499168069,Open Doubles,6,HIGH,non_person_present
1502929111,Intermediate Doubles Net,1,HIGH,non_person_present
1502929111,Intermediate Doubles Net,2,HIGH,non_person_present
1502929111,Open Doubles Net,1,HIGH,non_person_present
1502929111,Open Doubles Net,2,HIGH,non_person_present
1502929111,Open Doubles Net,3,HIGH,non_person_present
1502997442,Intermediate Doubles Net,1,HIGH,non_person_present
1502997442,Intermediate Doubles Net,2,HIGH,non_person_present
1502997442,Intermediate Doubles Net,3,HIGH,non_person_present
1502997442,Open Doubles Net,1,HIGH,non_person_present
1502997442,Open Doubles Net,2,HIGH,non_person_present
1502997442,Open Doubles Net,3,HIGH,non_person_present
1502997442,Open Doubles Net,4,HIGH,non_person_present
1502997442,Open Doubles Net,5,HIGH,non_person_present
1502997442,Open Doubles Net,6,HIGH,non_person_present
1502997442,Open Doubles Net,7,HIGH,non_person_present
1502997442,Open Doubles Net,8,HIGH,non_person_present
1509295388,Doubles Net,1,HIGH,non_person_present
1509295388,Doubles Net,2,HIGH,non_person_present
1509295388,Doubles Net,3,HIGH,non_person_present
1515176008,Open Doubles,1,HIGH,non_person_present
1515176008,Open Doubles,1,HIGH,city_as_partner
1515176008,Open Doubles,2,HIGH,non_person_present
1515176008,Open Doubles,2,HIGH,city_as_partner
1515176008,Open Doubles,3,HIGH,non_person_present
1515176008,Open Doubles,4,HIGH,non_person_present
1515176008,Open Doubles,4,HIGH,city_as_partner
1516978874,Doubles Net,1,HIGH,non_person_present
1516978874,Doubles Net,2,HIGH,non_person_present
1516978874,Doubles Net,3,HIGH,non_person_present
1516978874,Doubles Net,4,HIGH,non_person_present
1516978874,Doubles Net,5,HIGH,non_person_present
1516978874,Doubles Net,6,HIGH,non_person_present
1516978874,Doubles Net,7,HIGH,non_person_present
1516978874,Doubles Net,8,HIGH,non_person_present
1516978874,Doubles Net,9,HIGH,non_person_present
1516978874,Doubles Net,10,HIGH,non_person_present
1516978874,Doubles Net,11,HIGH,non_person_present
1516978874,Doubles Net,12,HIGH,non_person_present
1516978874,Doubles Net,13,HIGH,non_person_present
1518200935,Mixed Doubles,1,HIGH,non_person_present
1518200935,Mixed Doubles,2,HIGH,non_person_present
1518200935,Mixed Doubles,3,HIGH,non_person_present
1518200935,Mixed Doubles,4,HIGH,non_person_present
1518200935,Mixed Doubles,5,HIGH,non_person_present
1518200935,Open Doubles,1,HIGH,non_person_present
1518200935,Open Doubles,2,HIGH,non_person_present
1518200935,Open Doubles,3,HIGH,non_person_present
1518200935,Open Doubles,4,HIGH,non_person_present
1518200935,Open Doubles,5,HIGH,non_person_present
1518200935,Open Doubles,6,HIGH,non_person_present
1518200935,Open Doubles,7,HIGH,non_person_present
1518200935,Open Doubles,8,HIGH,non_person_present
1518200935,Open Doubles,9,HIGH,non_person_present
1518200935,Open Doubles,10,HIGH,non_person_present
1518200935,Open Doubles,11,HIGH,non_person_present
1518200935,Open Doubles,12,HIGH,non_person_present
1518200935,Open Doubles,13,HIGH,non_person_present
1518200935,Open Doubles,14,HIGH,non_person_present
1518200935,Open Doubles,15,HIGH,non_person_present
1518200935,Request Contest,7,HIGH,non_person_present
1518200935,Request Contest,9,HIGH,non_person_present
1518200935,Women Doubles,1,HIGH,non_person_present
1518200935,Women Doubles,2,HIGH,non_person_present
1518200935,Women Doubles,3,HIGH,non_person_present
1519215398,Doubles Freestyle Battles,1,HIGH,team_row_in_singles
1519215398,Doubles Freestyle Battles,1,HIGH,non_person_present
1519215398,Doubles Freestyle Battles,2,HIGH,team_row_in_singles
1519215398,Doubles Freestyle Battles,2,HIGH,non_person_present
1519215398,Mixed Doubles Net,1,HIGH,non_person_present
1519215398,Mixed Doubles Net,2,HIGH,non_person_present
1519215398,Mixed Doubles Net,3,HIGH,non_person_present
1519215398,Mixed Doubles Net,4,HIGH,non_person_present
1519215398,Mixed Doubles Net,5,HIGH,non_person_present
1519215398,Mixed Doubles Net,6,HIGH,non_person_present
1519215398,Mixed Doubles Net,7,HIGH,non_person_present
1519215398,Mixed Doubles Net,8,HIGH,non_person_present
1519215398,Mixed Doubles Net,9,HIGH,non_person_present
1519215398,Mixed Doubles Net,10,HIGH,non_person_present
1519215398,Women's Doubles Net,1,HIGH,non_person_present
1519215398,Women's Doubles Net,2,HIGH,non_person_present
1519215398,Women's Doubles Net,3,HIGH,non_person_present
1519215398,Women's Doubles Net,4,HIGH,non_person_present
1519233007,Open Doubles,1,HIGH,non_person_present
1519233007,Open Doubles,2,HIGH,non_person_present
1519233007,Open Doubles,3,HIGH,non_person_present
1519233007,Open Doubles,4,HIGH,non_person_present
1520348349,Open Doubles Net,1,HIGH,non_person_present
1520348349,Open Doubles Net,2,HIGH,non_person_present
1520348349,Open Doubles Net,3,HIGH,non_person_present
1520348349,Open Doubles Net,4,HIGH,non_person_present
1520596747,Doubles Net,1,HIGH,non_person_present
1520596747,Doubles Net,2,HIGH,non_person_present
1520596747,Doubles Net,3,HIGH,non_person_present
1520596747,Doubles Net,4,HIGH,non_person_present
1520596747,Doubles Net,5,HIGH,non_person_present
1520596747,Doubles Net,6,HIGH,non_person_present
1524683077,Intermediate Doubles,1,HIGH,non_person_present
1524683077,Open Doubles,1,HIGH,non_person_present
1524683077,Open Doubles,2,HIGH,non_person_present
1524683077,Open Doubles,3,HIGH,non_person_present
1526035381,Open Doubles Net,1,HIGH,non_person_present
1526035381,Open Doubles Net,2,HIGH,non_person_present
1526035381,Open Doubles Net,3,HIGH,non_person_present
1526035381,Open Doubles Net,4,HIGH,non_person_present
1526035381,Open Doubles Net,5,HIGH,non_person_present
1526035381,Open Doubles Net,6,HIGH,non_person_present
1526035381,Open Doubles Net,7,HIGH,non_person_present
1526035381,Open Doubles Net,8,HIGH,non_person_present
1526588580,Mixed Doubles,1,HIGH,non_person_present
1526588580,Mixed Doubles,2,HIGH,non_person_present
1526588580,Mixed Doubles,3,HIGH,non_person_present
1526588580,Mixed Doubles,4,HIGH,non_person_present
1526588580,Mixed Doubles,5,HIGH,non_person_present
1526588580,Mixed Doubles,6,HIGH,non_person_present
1526588580,Mixed Doubles,7,HIGH,non_person_present
1526588580,Open Doubles,1,HIGH,non_person_present
1526588580,Open Doubles,2,HIGH,non_person_present
1526588580,Open Doubles,3,HIGH,non_person_present
1526588580,Open Doubles,4,HIGH,non_person_present
1526588580,Open Doubles,5,HIGH,non_person_present
1526588580,Open Doubles,6,HIGH,non_person_present
1526588580,Open Doubles,7,HIGH,non_person_present
1526588580,Open Doubles,8,HIGH,non_person_present
1526588580,Open Doubles,9,HIGH,non_person_present
1526588580,Open Doubles,10,HIGH,non_person_present
1526588580,Open Doubles,11,HIGH,non_person_present
1526588580,Open Doubles,12,HIGH,non_person_present
1527557123,Open Doubles,1,HIGH,non_person_present
1527557123,Open Doubles,2,HIGH,non_person_present
1527557123,Open Doubles,2,HIGH,city_as_partner
1527557123,Open Doubles,3,HIGH,non_person_present
1527557123,Open Doubles,3,HIGH,city_as_partner
1529239199,Doubles,1,HIGH,non_person_present
1529239199,Doubles,2,HIGH,non_person_present
1529239199,Doubles,3,HIGH,non_person_present
1529239199,Doubles,4,HIGH,non_person_present
1529239199,Doubles,5,HIGH,non_person_present
1529239199,Doubles,6,HIGH,non_person_present
1529239199,Doubles,7,HIGH,non_person_present
1529239199,Footbag Net Novice Doubles,1,HIGH,non_person_present
1529239199,Open 1St & 2Nd,1,HIGH,non_person_present
1531284609,Open Doubles Net,1,HIGH,non_person_present
1531284609,Open Doubles Net,2,HIGH,non_person_present
1531284609,Open Doubles Net,3,HIGH,non_person_present
1531284609,Open Doubles Net,4,HIGH,non_person_present
1531284609,Open Doubles Net,5,HIGH,non_person_present
1531284609,Open Doubles Net,6,HIGH,non_person_present
1531284609,Open Doubles Net,7,HIGH,non_person_present
1531284609,Open Doubles Net,8,HIGH,non_person_present
1531284609,Open Mixed Doubles Net,1,HIGH,non_person_present
1531284609,Open Mixed Doubles Net,2,HIGH,non_person_present
1531284609,Open Mixed Doubles Net,3,HIGH,non_person_present
1531284609,Open Mixed Doubles Net,4,HIGH,non_person_present
1531284609,Open Mixed Doubles Net,5,HIGH,non_person_present
1531311472,Open Doubles Net,1,HIGH,non_person_present
1531311472,Open Doubles Net,2,HIGH,non_person_present
1531311472,Open Doubles Net,3,HIGH,non_person_present
1531311472,Open Doubles Net,4,HIGH,non_person_present
1531311472,Open Doubles Net,5,HIGH,non_person_present
1533246739,Freestyle Battle,4,HIGH,team_row_in_singles
1533246739,Freestyle Battle,4,HIGH,non_person_present
1533246739,Mixed Doubles Net,1,HIGH,non_person_present
1533246739,Mixed Doubles Net,2,HIGH,non_person_present
1533246739,Mixed Doubles Net,3,HIGH,non_person_present
1533246739,Open Doubles Net,1,HIGH,non_person_present
1533246739,Open Doubles Net,2,HIGH,non_person_present
1533246739,Open Doubles Net,3,HIGH,non_person_present
1533246739,Open Doubles Net,4,HIGH,non_person_present
1533246739,Open Doubles Net,5,HIGH,non_person_present
1533246739,Open Doubles Net,6,HIGH,non_person_present
1533246739,Open Doubles Net,7,HIGH,non_person_present
1533246739,Open Doubles Net,8,HIGH,non_person_present
1533246739,Open Doubles Net,9,HIGH,non_person_present
1537521152,Open Doubles Net,1,HIGH,non_person_present
1537521152,Open Doubles Net,2,HIGH,non_person_present
1537521152,Open Doubles Net,3,HIGH,non_person_present
1537994275,Doble Leg Over,1,HIGH,non_person_present
1537994275,Open Doubles,1,HIGH,non_person_present
1537994275,Open Doubles,2,HIGH,doubles_only_one_player
1537994275,Open Doubles,2,HIGH,non_person_present
1537994275,Open Doubles,3,HIGH,non_person_present
1537994275,Open Doubles,4,HIGH,non_person_present
1547415984,2 Square,3,HIGH,non_person_present
1547415984,Double Battles Contest,1,HIGH,non_person_present
1547415984,Double Battles Contest,2,HIGH,non_person_present
1547415984,Double Battles Contest,3,HIGH,non_person_present
1547415984,Double Battles Contest,4,HIGH,non_person_present
1547415984,Double Battles Contest,5,HIGH,non_person_present
1547415984,Doubles Freestyle Routines,1,HIGH,team_row_in_singles
1547415984,Doubles Freestyle Routines,1,HIGH,non_person_present
1547415984,Doubles Freestyle Routines,2,HIGH,team_row_in_singles
1547415984,Doubles Freestyle Routines,2,HIGH,non_person_present
1547415984,Doubles Freestyle Routines,3,HIGH,team_row_in_singles
1547415984,Doubles Freestyle Routines,3,HIGH,non_person_present
1547415984,Intermediate Doubles Net,1,HIGH,non_person_present
1547415984,Intermediate Doubles Net,2,HIGH,non_person_present
1547415984,Intermediate Doubles Net,3,HIGH,non_person_present
1547415984,Masters Doubles Net,1,HIGH,non_person_present
1547415984,Masters Doubles Net,2,HIGH,non_person_present
1547415984,Masters Doubles Net,3,HIGH,non_person_present
1547415984,Open Doubles Net,1,HIGH,non_person_present
1547415984,Open Doubles Net,2,HIGH,non_person_present
1547415984,Open Doubles Net,3,HIGH,non_person_present
1547415984,Open Doubles Net,4,HIGH,non_person_present
1547415984,Open Doubles Net,5,HIGH,non_person_present
1547415984,Open Doubles Net,6,HIGH,non_person_present
1547415984,Open Doubles Net,7,HIGH,non_person_present
1547415984,Open Doubles Net,8,HIGH,non_person_present
1547415984,Open Doubles Net,9,HIGH,non_person_present
1547415984,Open Doubles Net,10,HIGH,non_person_present
1547415984,Open Doubles Net,11,HIGH,non_person_present
1547415984,Open Doubles Net,12,HIGH,non_person_present
1547415984,Open Doubles Net,13,HIGH,non_person_present
1547415984,Open Doubles Net,14,HIGH,non_person_present
1547415984,Open Doubles Net,15,HIGH,non_person_present
1547415984,Open Doubles Net,16,HIGH,non_person_present
1547415984,Open Doubles Net,17,HIGH,non_person_present
1547415984,Open Doubles Net,18,HIGH,non_person_present
1547415984,Open Doubles Net,19,HIGH,non_person_present
1547415984,Open Doubles Net,20,HIGH,non_person_present
1547415984,Open Doubles Net,21,HIGH,non_person_present
1547415984,Open Doubles Net,21,HIGH,city_as_partner
1547415984,Open Doubles Net,22,HIGH,non_person_present
1547415984,Open Doubles Net,23,HIGH,non_person_present
1547415984,Open Doubles Net,24,HIGH,non_person_present
1547415984,Open Doubles Net,25,HIGH,non_person_present
1547415984,Open Doubles Net,26,HIGH,non_person_present
1547415984,Open Doubles Net,27,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,1,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,2,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,3,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,4,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,5,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,6,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,7,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,8,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,9,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,10,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,11,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,12,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,13,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,14,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,15,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,16,HIGH,non_person_present
1547415984,Open Mixed Doubles Net,17,HIGH,non_person_present
1547415984,Women's Doubles Net,1,HIGH,non_person_present
1547415984,Women's Doubles Net,2,HIGH,non_person_present
1547415984,Women's Doubles Net,3,HIGH,non_person_present
1547415984,Women's Doubles Net,4,HIGH,non_person_present
1547415984,Women's Doubles Net,5,HIGH,non_person_present
1547415984,Women's Doubles Net,6,HIGH,non_person_present
1547415984,Women's Doubles Net,7,HIGH,non_person_present
1547415984,Women's Doubles Net,8,HIGH,non_person_present
1547720079,Open Doubles Net,1,HIGH,non_person_present
1547720079,Open Doubles Net,1,HIGH,city_as_partner
1547720079,Open Doubles Net,2,HIGH,non_person_present
1547720079,Open Doubles Net,3,HIGH,non_person_present
1547720079,Open Doubles Net,4,HIGH,non_person_present
1547720079,Open Doubles Net,5,HIGH,non_person_present
1547720079,Open Doubles Net,6,HIGH,non_person_present
1547720079,Open Doubles Net,7,HIGH,non_person_present
1549597969,Open Doubles,1,HIGH,non_person_present
1549597969,Open Doubles,2,HIGH,non_person_present
1549597969,Open Doubles,3,HIGH,non_person_present
1549597969,Open Doubles,3,HIGH,city_as_partner
1549597969,Open Doubles,4,HIGH,non_person_present
1549597969,Open Doubles,4,HIGH,city_as_partner
1551207285,Open Doubles Net,1,HIGH,non_person_present
1551207285,Open Doubles Net,2,HIGH,non_person_present
1551207285,Open Doubles Net,3,HIGH,non_person_present
1551207285,Open Doubles Net,4,HIGH,non_person_present
1551207285,Open Doubles Net,5,HIGH,non_person_present
1551207285,Open Doubles Net,6,HIGH,non_person_present
1551207285,Open Doubles Net,7,HIGH,non_person_present
1551207285,Open Doubles Net,8,HIGH,non_person_present
1551207285,Open Doubles Net,9,HIGH,non_person_present
1552865692,Intermediate Doubles,1,HIGH,non_person_present
1552865692,Mixed Doubles,1,HIGH,non_person_present
1552865692,Mixed Doubles,2,HIGH,non_person_present
1552865692,Mixed Doubles,3,HIGH,non_person_present
1552865692,Mixed Doubles,4,HIGH,non_person_present
1552865692,Open Doubles Net,1,HIGH,non_person_present
1552865692,Open Doubles Net,2,HIGH,non_person_present
1552865692,Open Doubles Net,3,HIGH,non_person_present
1552865692,Open Doubles Net,4,HIGH,non_person_present
1552865692,Open Doubles Net,5,HIGH,non_person_present
1552865692,Open Doubles Net,6,HIGH,non_person_present
1555631351,Intermediate Doubles Net,1,HIGH,non_person_present
1555631351,Intermediate Doubles Net,2,HIGH,non_person_present
1555631351,Open Doubles Net,1,HIGH,non_person_present
1555631351,Open Doubles Net,2,HIGH,non_person_present
1555631351,Open Doubles Net,3,HIGH,non_person_present
1555631351,Open Doubles Net,4,HIGH,non_person_present
1555631351,Open Doubles Net,5,HIGH,non_person_present
1556306551,Mixed Doubles,1,HIGH,non_person_present
1556306551,Mixed Doubles,2,HIGH,non_person_present
1556306551,Mixed Doubles,3,HIGH,non_person_present
1556306551,Mixed Doubles,4,HIGH,non_person_present
1556306551,Mixed Doubles,5,HIGH,non_person_present
1556306551,Mixed Doubles,6,HIGH,non_person_present
1556306551,Open Doubles,1,HIGH,non_person_present
1556306551,Open Doubles,2,HIGH,non_person_present
1556306551,Open Doubles,3,HIGH,non_person_present
