result_id,canonical_event_id,division_raw,place,player_name_raw,person_id,person_canon,resolution_status,source_type
c007d6733b,00659874b9,Mixed Dbls Net,3,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,Constance Constable,MATCHED,FBW
e411db61e7,00659874b9,Open Sgls Freestyle,1,Kenny Shults,,,REVIEW_NEEDED,FBW
bc8c601231,00659874b9,Open Team Freestyle,1,Gary Laut,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,Gary Lautt,AUTOACCEPTED,FBW
bc8c601231,00659874b9,Open Team Freestyle,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
bc8c601231,00659874b9,Open Team Freestyle,1,Jim Caveney,,,REVIEW_NEEDED,FBW
bc8c601231,00659874b9,Open Team Freestyle,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,Greg Cortopassi,MATCHED,FBW
7b716dc32f,00659874b9,Open Team Freestyle,2,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,Jack Schoolcraft,MATCHED,FBW
7b716dc32f,00659874b9,Open Team Freestyle,2,Will Squire,a6ba539d-a3b1-5685-ba8f-f537731bc96d,Will Squire,MATCHED,FBW
70305348fe,00659874b9,Open Sgls Consecutive,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,Andy Linder,MATCHED,FBW
49d69f136c,00659874b9,Open Golf,1,Kenny Shults,,,REVIEW_NEEDED,FBW
3ddbe28d53,00659874b9,Open Golf,2,?,,,UNRESOLVED,FBW
3be65a8b51,00659874b9,Open Golf,3,?,,,UNRESOLVED,FBW
6028337f94,0e1499ab21,Men's Overall,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
3bfec0b873,0e1499ab21,Women's Overall,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
844292e07d,0e1499ab21,Open Sgls Net,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
6096159dce,0e1499ab21,Open Sgls Net,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
5b6ecdc054,0e1499ab21,Open Sgls Net,3,Kenny Shults,,,REVIEW_NEEDED,FBW
c8ad9090d2,0e1499ab21,Open Dbls Net,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,Mag Hughes,MATCHED,FBW
c8ad9090d2,0e1499ab21,Open Dbls Net,1,Billy Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,Bill Hayne,AUTOACCEPTED,FBW
7625531637,0e1499ab21,Open Dbls Net,2,Kenny Shults,,,REVIEW_NEEDED,FBW
7625531637,0e1499ab21,Open Dbls Net,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,Mike Harding,MATCHED,FBW
83c9548cdd,0e1499ab21,Open Dbls Net,3,Jim Caveney,,,REVIEW_NEEDED,FBW
83c9548cdd,0e1499ab21,Open Dbls Net,3,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
e74ee0089e,0e1499ab21,Women's Sgls Net,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,MATCHED,FBW
b694daa76e,0e1499ab21,Women's Sgls Net,2,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
d531446133,0e1499ab21,Women's Sgls Net,3,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,Trudy Archdale,MATCHED,FBW
fe6a936768,0e1499ab21,Women's Dbls Net,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,MATCHED,FBW
fe6a936768,0e1499ab21,Women's Dbls Net,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
62dfbf940e,0e1499ab21,Women's Dbls Net,2,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,Constance Constable,MATCHED,FBW
62dfbf940e,0e1499ab21,Women's Dbls Net,2,Jenny Davidson,,,REVIEW_NEEDED,FBW
9ba0ac45d0,0e1499ab21,Women's Dbls Net,3,Jodi Sebastian,2224d6ba-5be4-56a5-90e1-aaa61a15bcb0,Jodi Sebastian,MATCHED,FBW
9ba0ac45d0,0e1499ab21,Women's Dbls Net,3,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,Shannon Aubin,MATCHED,FBW
